Time_ps,RMSD_Å
0.0,0.0
10.0,0.9910223
20.0,1.4873129
30.0,1.5491294
40.0,1.5802248
50.0,1.6774839
60.0,2.1389093
70.0,2.3442032
80.0,2.3521163
90.0,2.7373683
100.0,2.791863
110.0,2.8560398
120.0,2.73983
130.0,2.8458772
140.0,2.6557627
150.0,2.5970845
160.0,2.7091184
170.0,2.4242344
180.0,2.5700212
190.0,2.6279
200.0,2.5454404
210.0,2.5331564
220.0,2.945084
230.0,3.3564413
240.0,3.1461165
250.0,3.270844
