Time_ps,RMSD_Å
0.0,0.0
10.0,0.7882777
20.0,0.95978165
30.0,0.9743215
40.0,1.0264974
50.0,1.0974219
60.0,1.0558124
70.0,1.1419241
80.0,1.1332288
90.0,1.1690048
100.0,1.2496554
110.0,1.0983887
120.0,1.2955432
130.0,1.3775414
140.0,1.3928784
150.0,1.3158554
160.0,1.216646
170.0,1.1828588
180.0,1.2257789
190.0,1.2166586
200.0,1.2702291
210.0,1.163557
220.0,1.115993
230.0,1.1450186
240.0,1.244536
250.0,1.348638
