Time_ns,Helix,Sheet,Coil
0.0,0.25501432664756446,0.2034383954154728,0.3667621776504298
0.01,0.2607449856733524,0.21203438395415472,0.3524355300859599
0.02,0.2636103151862464,0.1977077363896848,0.3638968481375358
0.03,0.2664756446991404,0.20630372492836677,0.3524355300859599
0.04,0.24355300859598855,0.20916905444126074,0.37249283667621774
0.05,0.25787965616045844,0.1977077363896848,0.36962750716332377
0.06,0.24068767908309455,0.20630372492836677,0.37822349570200575
0.07,0.2607449856733524,0.20916905444126074,0.3553008595988539
0.08,0.23782234957020057,0.20630372492836677,0.38108882521489973
0.09,0.25501432664756446,0.19484240687679083,0.3753581661891118
0.1,0.2521489971346705,0.1977077363896848,0.3753581661891118
0.11,0.2521489971346705,0.20057306590257878,0.37249283667621774
0.12,0.2664756446991404,0.1977077363896848,0.36103151862464183
0.13,0.25501432664756446,0.2034383954154728,0.3667621776504298
0.14,0.2521489971346705,0.2034383954154728,0.36962750716332377
0.15,0.2664756446991404,0.20630372492836677,0.3524355300859599
0.16,0.2722063037249284,0.20916905444126074,0.3438395415472779
0.17,0.2664756446991404,0.20630372492836677,0.3524355300859599
0.18,0.2722063037249284,0.20057306590257878,0.3524355300859599
0.19,0.25787965616045844,0.2034383954154728,0.3638968481375358
0.2,0.25787965616045844,0.1977077363896848,0.36962750716332377
0.21,0.25501432664756446,0.1977077363896848,0.37249283667621774
0.22,0.23209169054441262,0.20916905444126074,0.3839541547277937
0.23,0.2693409742120344,0.1977077363896848,0.35816618911174786
0.24,0.2607449856733524,0.20916905444126074,0.3553008595988539
0.25,0.24355300859598855,0.1977077363896848,0.3839541547277937
