Time_ps,RMSD_Å
0.0,0.0
10.0,0.8115103
20.0,0.91445696
30.0,1.0181005
40.0,1.0262425
50.0,1.0151193
60.0,1.067261
70.0,1.1950988
80.0,1.1622077
90.0,1.1494303
100.0,1.0921525
110.0,1.2431262
120.0,1.2031939
130.0,1.1935016
140.0,1.2029253
150.0,1.1519837
160.0,1.1524377
170.0,1.2137597
180.0,1.2576807
190.0,1.2522501
200.0,1.2907014
210.0,1.29603
220.0,1.255722
230.0,1.2806863
240.0,1.2788832
250.0,1.4206655
