Time_ps,Protein_RMSD
0.0,0.0
10.0,0.6421265
20.0,0.76546556
30.0,0.7866567
40.0,0.88085717
50.0,0.91010875
60.0,0.84334403
70.0,0.9202054
80.0,0.8783032
90.0,0.95634454
100.0,1.0187086
110.0,1.1235327
120.0,1.0993932
130.0,1.06405
140.0,1.0807291
150.0,1.0848002
160.0,1.0480355
170.0,0.9656948
180.0,0.98331004
190.0,1.1228912
200.0,1.0781376
210.0,1.0710378
220.0,1.061138
230.0,1.0858939
240.0,1.012532
250.0,1.1825683
