Time_ps,RMSD_Å
0.0,0.0
10.0,0.8656705
20.0,0.931785
30.0,1.0062872
40.0,1.1281137
50.0,1.2144845
60.0,1.1536152
70.0,1.2114133
80.0,1.2564855
90.0,1.3239198
100.0,1.4061404
110.0,1.3327849
120.0,1.2777934
130.0,1.3459673
140.0,1.3450749
150.0,1.4397309
160.0,1.4088528
170.0,1.3122644
180.0,1.3966832
190.0,1.4917172
200.0,1.4527905
210.0,1.4813827
220.0,1.5779306
230.0,1.6049176
240.0,1.5259054
250.0,1.4757295
