Time_ps,RMSD_Å
0.0,0.0
10.0,1.2130215
20.0,1.1399975
30.0,1.4161339
40.0,1.3441421
50.0,1.6825078
60.0,1.676541
70.0,1.5911473
80.0,1.708069
90.0,1.8407947
100.0,1.9386222
110.0,2.3757799
120.0,2.3356304
130.0,1.9695206
140.0,2.2856388
150.0,2.2180102
160.0,2.3924873
170.0,2.2327538
180.0,2.0433097
190.0,2.1026073
200.0,2.1349657
210.0,2.439141
220.0,2.3225734
230.0,2.3604872
240.0,2.2827592
250.0,2.3562546
