Time_ns,Helix,Sheet,Coil
0.0,0.23333333333333334,0.26666666666666666,0.5
0.01,0.23333333333333334,0.28888888888888886,0.4777777777777778
0.02,0.2222222222222222,0.23333333333333334,0.5444444444444444
0.03,0.2222222222222222,0.26666666666666666,0.5111111111111111
0.04,0.2,0.28888888888888886,0.5111111111111111
0.05,0.23333333333333334,0.23333333333333334,0.5333333333333333
0.06,0.23333333333333334,0.23333333333333334,0.5333333333333333
0.07,0.23333333333333334,0.3,0.4666666666666667
0.08,0.17777777777777778,0.2222222222222222,0.6
0.09,0.14444444444444443,0.25555555555555554,0.6
0.1,0.18888888888888888,0.25555555555555554,0.5555555555555556
0.11,0.17777777777777778,0.25555555555555554,0.5666666666666667
0.12,0.2,0.26666666666666666,0.5333333333333333
0.13,0.14444444444444443,0.23333333333333334,0.6222222222222222
0.14,0.15555555555555556,0.25555555555555554,0.5888888888888889
0.15,0.15555555555555556,0.25555555555555554,0.5888888888888889
0.16,0.15555555555555556,0.24444444444444444,0.6
0.17,0.18888888888888888,0.28888888888888886,0.5222222222222223
0.18,0.16666666666666666,0.28888888888888886,0.5444444444444444
0.19,0.1,0.24444444444444444,0.6555555555555556
0.2,0.14444444444444443,0.25555555555555554,0.6
0.21,0.14444444444444443,0.28888888888888886,0.5666666666666667
0.22,0.08888888888888889,0.26666666666666666,0.6444444444444445
0.23,0.14444444444444443,0.25555555555555554,0.6
0.24,0.13333333333333333,0.23333333333333334,0.6333333333333333
0.25,0.13333333333333333,0.23333333333333334,0.6333333333333333
0.26,0.13333333333333333,0.3,0.5666666666666667
0.27,0.14444444444444443,0.23333333333333334,0.6222222222222222
0.28,0.13333333333333333,0.23333333333333334,0.6333333333333333
0.29,0.1,0.28888888888888886,0.6111111111111112
0.3,0.14444444444444443,0.23333333333333334,0.6222222222222222
0.31,0.14444444444444443,0.23333333333333334,0.6222222222222222
0.32,0.14444444444444443,0.28888888888888886,0.5666666666666667
0.33,0.08888888888888889,0.23333333333333334,0.6777777777777778
0.34,0.1,0.24444444444444444,0.6555555555555556
0.35,0.18888888888888888,0.25555555555555554,0.5555555555555556
0.36,0.1111111111111111,0.23333333333333334,0.6555555555555556
0.37,0.08888888888888889,0.23333333333333334,0.6777777777777778
0.38,0.13333333333333333,0.23333333333333334,0.6333333333333333
0.39,0.16666666666666666,0.24444444444444444,0.5888888888888889
0.4,0.1111111111111111,0.23333333333333334,0.6555555555555556
0.41,0.17777777777777778,0.24444444444444444,0.5777777777777777
0.42,0.14444444444444443,0.23333333333333334,0.6222222222222222
0.43,0.13333333333333333,0.23333333333333334,0.6333333333333333
0.44,0.14444444444444443,0.23333333333333334,0.6222222222222222
0.45,0.1,0.28888888888888886,0.6111111111111112
0.46,0.13333333333333333,0.25555555555555554,0.6111111111111112
0.47,0.18888888888888888,0.23333333333333334,0.5777777777777777
0.48,0.17777777777777778,0.3,0.5222222222222223
0.49,0.2222222222222222,0.23333333333333334,0.5444444444444444
0.5,0.13333333333333333,0.28888888888888886,0.5777777777777777
0.51,0.23333333333333334,0.28888888888888886,0.4777777777777778
0.52,0.16666666666666666,0.25555555555555554,0.5777777777777777
0.53,0.15555555555555556,0.25555555555555554,0.5888888888888889
0.54,0.16666666666666666,0.23333333333333334,0.6
0.55,0.18888888888888888,0.25555555555555554,0.5555555555555556
0.56,0.18888888888888888,0.23333333333333334,0.5777777777777777
0.57,0.15555555555555556,0.25555555555555554,0.5888888888888889
0.58,0.17777777777777778,0.25555555555555554,0.5666666666666667
0.59,0.18888888888888888,0.28888888888888886,0.5222222222222223
0.6,0.15555555555555556,0.23333333333333334,0.6111111111111112
0.61,0.1111111111111111,0.25555555555555554,0.6333333333333333
0.62,0.2222222222222222,0.28888888888888886,0.4888888888888889
0.63,0.17777777777777778,0.25555555555555554,0.5666666666666667
0.64,0.15555555555555556,0.23333333333333334,0.6111111111111112
0.65,0.16666666666666666,0.23333333333333334,0.6
0.66,0.18888888888888888,0.28888888888888886,0.5222222222222223
0.67,0.24444444444444444,0.23333333333333334,0.5222222222222223
